view,id,name,district,category,type,pin,address,listingOrPerk,panelMeta,panelHeadline,panelBody,detailCopy,primaryActions,image,source
"Partner","parlor-room-way-312335028","Parlor Room","Rainey","Bar / Nightlife","venue","Nightlife","88, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","Parlor Room","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","priority-the-paseo","Paseo","Rainey","Mixed Use / Residential + Retail","mixed_use","Residential","Rainey Street District, Austin TX, 78701","Resident welcome package","Mixed Use / Residential + Retail · Rainey","Paseo","Mixed-use residential and retail project reshaping the Rainey district alongside the newer residential towers.","Resident perk: Resident welcome package. Value: Resident welcome package. Mixed-use residential and retail project reshaping the Rainey district alongside the newer residential towers. Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Partner","priority-the-paseo","Paseo","Rainey","Mixed Use / Residential + Retail","mixed_use","Residential","Rainey Street District, Austin TX, 78701","Create Property Plan","Mixed Use / Residential + Retail · Rainey","Paseo","Mixed-use residential and retail project reshaping the Rainey district alongside the newer residential towers.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Resident","roar-node-8991620972","Roar","Rainey","Retail / Business","venue","Civic","43, Rainey Street, Austin, TX, 78701","Nearby Downtown Option","Retail / Business · Rainey","Roar","Retail / Business listing in Downtown Austin.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Resident discount programs and neighborhood shopping incentives Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","roar-node-8991620972","Roar","Rainey","Retail / Business","venue","Civic","43, Rainey Street, Austin, TX, 78701","Create Map Plan","Retail / Business · Rainey","Roar","Retail / Business listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make Roar easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","royal-blue-grocery-node-8991620974","Royal Blue Grocery","Rainey","Local Grocery","venue","Coffee","51, Rainey Street, Austin, TX, 78701","Resident grocery discount when shopping in-store","Local Grocery · Rainey","Royal Blue Grocery","Local downtown grocery stop for coffee, snacks, pantry basics, wine, and quick errands.","Resident perk: Resident grocery discount when shopping in-store. Value: Resident grocery discount when shopping in-store. Resident grocery discounts and neighborhood shopping value for everyday downtown errands. Use it: Show your Downtown Perks Card at checkout when the resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","royal-blue-grocery-node-8991620974","Royal Blue Grocery","Rainey","Local Grocery","venue","Coffee","51, Rainey Street, Austin, TX, 78701","Create Map Plan","Local Grocery · Rainey","Royal Blue Grocery","Local downtown grocery stop for coffee, snacks, pantry basics, wine, and quick errands.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make Royal Blue Grocery easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","salvation-pizza-node-8991620971","Salvation Pizza","Rainey","Restaurant / Food","venue","Dining","51, Rainey Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Rainey","Salvation Pizza","Restaurant / Food with cuisine focus: pizza.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","salvation-pizza-node-8991620971","Salvation Pizza","Rainey","Restaurant / Food","venue","Dining","51, Rainey Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Rainey","Salvation Pizza","Restaurant / Food with cuisine focus: pizza.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make Salvation Pizza easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","stagger-lee-way-312335010","Stagger Lee","Rainey","Bar / Nightlife","venue","Nightlife","87, Rainey Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Rainey","Stagger Lee","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","stagger-lee-way-312335010","Stagger Lee","Rainey","Bar / Nightlife","venue","Nightlife","87, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","Stagger Lee","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","standard-proof-whiskey-co-austin-node-8991620973","Standard Proof Whiskey Co - Austin","Rainey","Bar / Nightlife","venue","Nightlife","51, Rainey Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Rainey","Standard Proof Whiskey Co - Austin","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","standard-proof-whiskey-co-austin-node-8991620973","Standard Proof Whiskey Co - Austin","Rainey","Bar / Nightlife","venue","Nightlife","51, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","Standard Proof Whiskey Co - Austin","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","priority-the-shore","The Shore","Rainey","Priority Building / Property","property","Residential","603 Davis ST, Austin TX, 78701","Verified Resident: Lakeside Infinity Pool Access","Priority Building / Property · Rainey","The Shore","Lakeside residential building with verified resident access context.","Resident perk: Verified Resident: Lakeside Infinity Pool Access. Value: Verified Resident: Lakeside Infinity Pool Access. Lakeside residential building with verified resident access context. Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Partner","priority-the-shore","The Shore","Rainey","Priority Building / Property","property","Residential","603 Davis ST, Austin TX, 78701","Create Property Plan","Priority Building / Property · Rainey","The Shore","Lakeside residential building with verified resident access context.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Resident","the-stay-put-way-1288159284","The Stay Put","Rainey","Bar / Nightlife","venue","Nightlife","73, Rainey Street, Austin, TX, 78701","15% off Sunday-Thursday","Bar / Nightlife · Rainey","The Stay Put","Bar / Nightlife listing in Downtown Austin.","Resident perk: 15% off Sunday-Thursday. Value: 15% off Sunday-Thursday. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","the-stay-put-way-1288159284","The Stay Put","Rainey","Bar / Nightlife","venue","Nightlife","73, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","The Stay Put","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","partner-stay-put","The Stay Put","Rainey","Bar + Brewery","venue","Dining","73 Rainey St, Austin TX, 78701","15% off Sunday-Thursday","Bar + Brewery · Rainey","The Stay Put","Local brewery, sports bar, patio, and easy resident stop on Rainey.","Resident perk: 15% off Sunday-Thursday. Value: 15% off Sunday-Thursday. Local brewery, sports bar, patio, and easy resident stop on Rainey. Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/map-entities/rainey-bars/stay-put.jpg","Downtown Perks supplemental partner layer"
"Partner","partner-stay-put","The Stay Put","Rainey","Bar + Brewery","venue","Dining","73 Rainey St, Austin TX, 78701","Create Map Plan","Bar + Brewery · Rainey","The Stay Put","Local brewery, sports bar, patio, and easy resident stop on Rainey.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make The Stay Put easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","/images/map-entities/rainey-bars/stay-put.jpg","Downtown Perks supplemental partner layer"
"Resident","the-tipsy-alchemist-node-3825447599","The Tipsy Alchemist","Rainey","Bar / Nightlife","venue","Nightlife","70, Rainey Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Rainey","The Tipsy Alchemist","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","the-tipsy-alchemist-node-3825447599","The Tipsy Alchemist","Rainey","Bar / Nightlife","venue","Nightlife","70, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","The Tipsy Alchemist","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","unbarlievable-way-312335021","Unbarlievable","Rainey","Bar / Nightlife","venue","Nightlife","76, Rainey Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Rainey","Unbarlievable","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","unbarlievable-way-312335021","Unbarlievable","Rainey","Bar / Nightlife","venue","Nightlife","76, Rainey Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Rainey","Unbarlievable","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","partner-via-313","Via 313","Rainey","Pizza / Dining","venue","Dining","96 Rainey St, Austin TX, 78701","Free appetizer with resident card","Pizza / Dining · Rainey","Via 313","Detroit-style pizza spot in downtown Austin.","Resident perk: Free appetizer with resident card. Value: Free appetizer with resident card. Detroit-style pizza spot in downtown Austin. Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/map-entities/rainey-bars/via-313.jpeg","Downtown Perks supplemental partner layer"
"Partner","partner-via-313","Via 313","Rainey","Pizza / Dining","venue","Dining","96 Rainey St, Austin TX, 78701","Create Map Plan","Pizza / Dining · Rainey","Via 313","Detroit-style pizza spot in downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make Via 313 easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","/images/map-entities/rainey-bars/via-313.jpeg","Downtown Perks supplemental partner layer"
"Resident","via-313-pizza-node-11390573667","Via 313 Pizza","Rainey","Pizza / Dining","venue","Dining","96, Rainey Street, Austin, TX, 78701","Food trailer","Pizza / Dining · Rainey","Via 313 Pizza","Detroit-style pizza spot in downtown Austin.","Resident perk: Food trailer. Value: Food trailer. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","via-313-pizza-node-11390573667","Via 313 Pizza","Rainey","Pizza / Dining","venue","Dining","96, Rainey Street, Austin, TX, 78701","Create Map Plan","Pizza / Dining · Rainey","Via 313 Pizza","Detroit-style pizza spot in downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Rainey. Opportunity: Make Via 313 Pizza easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","priority-the-waterline","Waterline","Rainey","Mixed Use / Residential + Office + Hotel + Retail","mixed_use","Dining","98 Red River St, Austin TX, 78701","Resident welcome package","Mixed Use / Residential + Office + Hotel + Retail · Rainey","Waterline","Austin's tallest tower combines residences, offices, hospitality, restaurants, and retail within a single development.","Resident perk: Resident welcome package. Value: Resident welcome package. Austin's tallest tower combines residences, offices, hospitality, restaurants, and retail within a single development. Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Partner","priority-the-waterline","Waterline","Rainey","Mixed Use / Residential + Office + Hotel + Retail","mixed_use","Dining","98 Red River St, Austin TX, 78701","Create Guest Guide","Mixed Use / Residential + Office + Hotel + Retail · Rainey","Waterline","Austin's tallest tower combines residences, offices, hospitality, restaurants, and retail within a single development.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Resident","windsor-on-the-lake-way-312335050","Windsor on the Lake","Rainey","Residential Property","property","Residential","43, Rainey Street, Austin, TX, 78701","Property Discovery","Residential Property · Rainey","Windsor on the Lake","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","windsor-on-the-lake-way-312335050","Windsor on the Lake","Rainey","Residential Property","property","Residential","43, Rainey Street, Austin, TX, 78701","Create Property Plan","Residential Property · Rainey","Windsor on the Lake","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","arlo-s-node-5562252104","Arlo's","Red River","Restaurant / Food","venue","Dining","900, Red River Street, Austin, TX, 78701","Dining Perk","Restaurant / Food · Red River","Arlo's","Restaurant / Food listing in Downtown Austin.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","arlo-s-node-5562252104","Arlo's","Red River","Restaurant / Food","venue","Dining","900, Red River Street, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Red River","Arlo's","Restaurant / Food listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Arlo's easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","barbarella-way-328605851","Barbarella","Red River","Bar / Nightlife","venue","Nightlife","611, Red River Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Red River","Barbarella","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","barbarella-way-328605851","Barbarella","Red River","Bar / Nightlife","venue","Nightlife","611, Red River Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Red River","Barbarella","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","cheer-up-charlies-way-328649887","Cheer Up Charlies","Red River","Bar / Nightlife","venue","Nightlife","900, Red River Street, Austin, 78701","Night Out Nearby","Bar / Nightlife · Red River","Cheer Up Charlies","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","cheer-up-charlies-way-328649887","Cheer Up Charlies","Red River","Bar / Nightlife","venue","Nightlife","900, Red River Street, Austin, 78701","Promote Event","Bar / Nightlife · Red River","Cheer Up Charlies","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","chess-club-node-3355462801","Chess Club","Red River","Bar / Nightlife","venue","Nightlife","617, Red River Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Red River","Chess Club","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","chess-club-node-3355462801","Chess Club","Red River","Bar / Nightlife","venue","Nightlife","617, Red River Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Red River","Chess Club","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","denton-a-cooley-pavillion-way-27397931","Denton A. Cooley Pavillion","Red River","Wellness / Recreation","venue","Civic","1601, Red River Street, TX, 78701","Nearby Downtown Option","Wellness / Recreation · Red River","Denton A. Cooley Pavillion","Wellness / Recreation listing in Downtown Austin.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Fitness and outdoor activity alignment for resident wellbeing loops Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","denton-a-cooley-pavillion-way-27397931","Denton A. Cooley Pavillion","Red River","Wellness / Recreation","venue","Civic","1601, Red River Street, TX, 78701","Create Map Plan","Wellness / Recreation · Red River","Denton A. Cooley Pavillion","Wellness / Recreation listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Denton A. Cooley Pavillion easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","elysium-node-3849779422","Elysium","Red River","Bar / Nightlife","venue","Nightlife","705, Red River Street, 78701","Night Out Nearby","Bar / Nightlife · Red River","Elysium","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","elysium-node-3849779422","Elysium","Red River","Bar / Nightlife","venue","Nightlife","705, Red River Street, 78701","Promote Event","Bar / Nightlife · Red River","Elysium","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","fairmont-austin-way-134786106","Fairmont Austin","Red River","Hotel / Hospitality","hotel","Hotel","101, Red River Street, Austin, TX, 78701","Local Guest Guide","Hotel / Hospitality · Red River","Fairmont Austin","Hotel / Hospitality listing operated by Fairmont.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","fairmont-austin-way-134786106","Fairmont Austin","Red River","Hotel / Hospitality","hotel","Hotel","101, Red River Street, Austin, TX, 78701","Create Guest Guide","Hotel / Hospitality · Red River","Fairmont Austin","Hotel / Hospitality listing operated by Fairmont.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","hotel-indigo-austin-downtown-university-node-3849779925","Hotel Indigo Austin Downtown - University","Red River","Hotel / Hospitality","hotel","Hotel","810, Red River Street, 78701","Local Guest Guide","Hotel / Hospitality · Red River","Hotel Indigo Austin Downtown - University","Hotel / Hospitality listing operated by Hotel Indigo.","Resident perk: Local Guest Guide. Value: Neighborhood access. Staycation perks, partner-hosted events, and sponsor activations Use it: Save it, get directions, or ask about resident access when available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","hotel-indigo-austin-downtown-university-node-3849779925","Hotel Indigo Austin Downtown - University","Red River","Hotel / Hospitality","hotel","Hotel","810, Red River Street, 78701","Create Guest Guide","Hotel / Hospitality · Red River","Hotel Indigo Austin Downtown - University","Hotel / Hospitality listing operated by Hotel Indigo.","Partner view: Guests and residents nearby are looking for dinner, events, and easy walkable plans. Audience: Best fit: hotel guests, nearby residents, and visitors already walking through the area. Opportunity: Promote a concierge-style local guide or resident rate during late afternoon planning windows. Best timing: Strongest window: 3 PM to 8 PM Next move: Create Guest Guide","Create Guest Guide; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","iron-works-barbecue-way-379165920","Iron Works Barbecue","Red River","Restaurant / Food","venue","Dining","100, Red River Street, 78701","Dining Perk","Restaurant / Food · Red River","Iron Works Barbecue","Restaurant / Food with cuisine focus: barbecue.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","iron-works-barbecue-way-379165920","Iron Works Barbecue","Red River","Restaurant / Food","venue","Dining","100, Red River Street, 78701","Create Map Plan","Restaurant / Food · Red River","Iron Works Barbecue","Restaurant / Food with cuisine focus: barbecue.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Iron Works Barbecue easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","event-morning-yoga-waterloo","Morning Yoga at Waterloo Park","Red River","Event / Wellness","event","Event","Waterloo Park, Austin, TX 78701","Event RSVP","Event / Wellness · Red River","Morning Yoga at Waterloo Park","Start your morning with a community yoga session in Waterloo Park. Bring a mat, water, and a neighbor.","Resident perk: Event RSVP. Value: Save or RSVP. Start your morning with a community yoga session in Waterloo Park. Bring a mat, water, and a neighbor. Use it: Save it to your card and check the event details before you go.","Call / Website / Email when available; Show Card; Save to Card; Directions","","Downtown Perks event layer"
"Partner","event-morning-yoga-waterloo","Morning Yoga at Waterloo Park","Red River","Event / Wellness","event","Event","Waterloo Park, Austin, TX 78701","Promote Event","Event / Wellness · Red River","Morning Yoga at Waterloo Park","Start your morning with a community yoga session in Waterloo Park. Bring a mat, water, and a neighbor.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","Downtown Perks event layer"
"Resident","pelons-tex-mex-way-379166316","Pelons Tex Mex","Red River","Restaurant / Food","venue","Dining","802, Red River Street, 78701","Dining Perk","Restaurant / Food · Red River","Pelons Tex Mex","Restaurant / Food with cuisine focus: tex-mex.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","pelons-tex-mex-way-379166316","Pelons Tex Mex","Red River","Restaurant / Food","venue","Dining","802, Red River Street, 78701","Create Map Plan","Restaurant / Food · Red River","Pelons Tex Mex","Restaurant / Food with cuisine focus: tex-mex.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Pelons Tex Mex easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
